"prot"	"HighTemp_A"	"HighTemp_B"	"HighTemp_C"	"LowpH_A"	"LowpH_B"	"LowpH_C"	"OsmoticStress_A"	"OsmoticStress_B"	"OsmoticStress_C"	"standard_A"	"standard_B"	"standard_C"	"Top.Protein.Description"	"ChassyID"	"NCBI_CBS6556"	"Uniprot_DMKU3_1042"	"Gene_name_DMKU3_1042"	"Protein_name"	"ec_number"
"a1.a1.a1"	3536.30673690196	2445.12285827719	1923.39228681274	3589.27775242351	4900.73081658254	2227.17534760576	2075.31501675224	3400.46101720822	3794.86399199876	502.791274342262	3460.64024959479	2327.33412145961	"Chassy_KM_4545;KMXK_0G03150;W0TG45; Alcohol dehydrogenase 3 - ADH3"	"Chassy_KM_4545"	"KMXK_0G03150"	"W0TG45"	"KLMA_80306"	" Alcohol dehydrogenase 3 - ADH3"	""
"a1.a2.a1"	1700.71328362246	691.873133941884	658.68035895386	1520.62724158651	1660.63432314843	761.203792447651	697.609413461957	1278.42042631462	1060.42019776655	1178.28419086884	1807.58381343432	708.625050861333	"Chassy_KM_2506;KMXK_0D01240;W0TBC6; Alcohol dehydrogenase 1 - ADH1"	"Chassy_KM_2506"	"KMXK_0D01240"	"W0TBC6"	"KLMA_40102"	" Alcohol dehydrogenase 1 - ADH1"	""
"a1.a3.a1"	349.25134670123	215.539233105678	204.718028976032	411.761273522842	464.696751215644	460.921613198208	143.732996845857	454.197663861001	347.891120770225	180.070284327797	370.014492989559	390.283458811234	"Chassy_KM_989;KMXK_0B01710;W0T723; Alcohol dehydrogenase 4 - ADH4b"	"Chassy_KM_989"	"KMXK_0B01710"	"W0T723"	"KLMA_20158"	" Alcohol dehydrogenase 4 - ADH4b"	""
"a1.a4.a1"	305.537784435465	63.1497926694531	77.5897988867593	538.261719663734	391.460928721321	354.403655198642	520.047606676569	293.434436984042	611.804941651906	251.839853709372	360.997208019147	487.219853418627	"Chassy_KM_3961;KMXK_0F03070;W0THG5; Uncharacterized protein YNL134C - KLMA_60268"	"Chassy_KM_3961"	"KMXK_0F03070"	"W0THG5"	"KLMA_60268"	" Uncharacterized protein YNL134C - KLMA_60268"	""
"a1.a5.a1"	41.5660018075457	35.4005877506561	27.0797177014647	56.2471563522475	74.8190240242766	81.4036546038589	12.5177055129473	66.93651410523	42.3333228674739	506.508828596578	63.7478998698939	16.4115577841103	"Chassy_KM_2625;KMXK_0D02430;W0TDP8; Alcohol dehydrogenase 2 - ADH2"	"Chassy_KM_2625"	"KMXK_0D02430"	"W0TDP8"	"KLMA_40220"	" Alcohol dehydrogenase 2 - ADH2"	""
"a2.a1.a1"	2766.73660955148	2187.71445787602	1591.97691466113	4488.09992841524	4794.57561577202	1950.92910627176	3945.88640226624	4444.26823388907	4705.07552239914	5460.77037375468	5817.80045026337	3959.299948922	"Chassy_KM_4298;KMXK_0G00680;W0TG93; Glyceraldehyde-3-phosphate dehydrogenase - GAP3"	"Chassy_KM_4298"	"KMXK_0G00680"	"W0TG93"	"KLMA_80059"	" Glyceraldehyde-3-phosphate dehydrogenase - GAP3"	"1.2.1.12"
"a2.a2.a1"	3241.90255136302	1812.75726114123	1228.5341830853	2467.61173920043	2638.18133434512	1204.82056189059	1331.59815468696	1780.29603073201	1404.14584622479	1811.3666919714	2610.01687505303	1815.17640720344	"Chassy_KM_2624;KMXK_0D02420;W0T9E0; Glyceraldehyde-3-phosphate dehydrogenase - GAP1"	"Chassy_KM_2624"	"KMXK_0D02420"	"W0T9E0"	"KLMA_40218"	" Glyceraldehyde-3-phosphate dehydrogenase - GAP1"	"1.2.1.12"
"a3.a1.a1"	3591.43545428253	2292.66894200512	2114.35248050932	3268.0547868379	3681.3357197006	1578.57706290669	2667.25965566441	3137.53588210295	3593.93679303173	1301.21527555131	4372.90770785802	2678.526693843	"Chassy_KM_3051;KMXK_0E00190;W0TCX8; Potassium-activated aldehyde dehydrogenase - ALD4"	"Chassy_KM_3051"	"KMXK_0E00190"	"W0TCX8"	"KLMA_50012"	" Potassium-activated aldehyde dehydrogenase - ALD4"	""
"a3.a2.a1"	34.1153719596605	36.0448616513866	22.0360040875326	27.5140289422538	54.7283252774454	28.6974830307452	24.5806215805228	43.285775424606	32.4554534096498	19.8935264003499	38.7341293888819	37.7924495711056	"Chassy_KM_2808;KMXK_0D04260;W0TBN1; Aldehyde dehydrogenase 5 - ALD5"	"Chassy_KM_2808"	"KMXK_0D04260"	"W0TBN1"	"KLMA_40404"	" Aldehyde dehydrogenase 5 - ALD5"	""
"a3.a3.a1"	5.15965298251881	0	3.07044611408728	8.90892860886283	16.8331791029684	3.665462766555	3.17664311691598	24.8338515900697	13.6082881725363	15.1981841198631	25.6469685687314	4.66024710120353	"Chassy_KM_87;KMXK_0A00970;W0T8F8; Magnesium-activated aldehyde dehydrogenase - ALD6"	"Chassy_KM_87"	"KMXK_0A00970"	"W0T8F8"	"KLMA_10742"	" Magnesium-activated aldehyde dehydrogenase - ALD6"	""
"a4.a1.a1"	650.977947190995	448.684177012868	373.694098962375	897.23219691607	855.62212425407	482.711563443018	798.155952964413	1022.86291292755	816.153039740094	923.036183015759	1055.72510682336	783.485223800541	"Chassy_KM_3619;KMXK_0E05880;W0TEK8; Heat shock protein SSB - SSB"	"Chassy_KM_3619"	"KMXK_0E05880"	"W0TEK8"	"KLMA_50592"	" Heat shock protein SSB - SSB"	""
"a4.a2.a1"	906.629461085128	531.466683804364	475.216552221553	401.140422197511	518.675664044346	173.963115939181	677.688262992095	894.625304908254	577.354520351715	262.172840661803	504.226336673347	205.676796549798	"Chassy_KM_4603;KMXK_0G03730;W0THY0; Heat shock protein SSA3 - SSA3"	"Chassy_KM_4603"	"KMXK_0G03730"	"W0THY0"	"KLMA_80367"	" Heat shock protein SSA3 - SSA3"	""
"a4.a3.a1"	119.878824576766	100.654161583874	54.7090141108128	476.260798566971	538.658409825422	271.07084771557	628.629572914312	667.740308360102	350.579034102339	696.854369791639	574.775372066086	579.864647987897	"Chassy_KM_1288;KMXK_0B04700;W0T5M8; Heat shock protein SSA2 - SSA2"	"Chassy_KM_1288"	"KMXK_0B04700"	"W0T5M8"	"KLMA_20459"	" Heat shock protein SSA2 - SSA2"	""
"a4.a4.a1"	97.2262057088147	81.8644197123905	32.2913290558882	109.821179830592	119.110060577054	37.5552753993552	70.3642709276627	183.072453436505	49.3598835001801	93.4180825517873	117.201352794949	92.7906727505074	"Chassy_KM_1525;KMXK_0B07070;W0TAL8; 78 kDa glucose-regulated protein homolog - GRP78"	"Chassy_KM_1525"	"KMXK_0B07070"	"W0TAL8"	"KLMA_20691"	" 78 kDa glucose-regulated protein homolog - GRP78"	""
"a5.a1.a1"	2576.87355042217	1769.55189140086	1260.86594047949	2971.61942517717	3091.26285571785	1350.1872731515	3395.68813374886	3554.50240207924	3640.48789321809	3308.49600466372	3291.74453404474	2450.12835750022	"Chassy_KM_4548;KMXK_0G03180;W0TGV8; Elongation factor 1-alpha - TEF"	"Chassy_KM_4548"	"KMXK_0G03180"	"W0TGV8"	"KLMA_80309"	" Elongation factor 1-alpha - TEF"	""
"a6.a1.a1"	3007.50414313833	2223.01256653323	1477.33131173722	2903.13870001141	3191.63269701454	1206.53130930737	2555.46025390784	2219.5415289984	3142.30789773591	2666.4304888248	3672.92475559357	1740.26513639957	"Chassy_KM_365;KMXK_0A03750;W0T7K9; Enolase - ENO"	"Chassy_KM_365"	"KMXK_0A03750"	"W0T7K9"	"KLMA_10462"	" Enolase - ENO"	""
"a7.a1.a1"	397.454939360626	487.566915103365	465.850650175933	880.797816143295	847.62963133147	383.601893523768	734.70664310684	1454.7927407634	1221.02727580673	327.749010059339	1004.73501264297	851.103715018258	"Chassy_KM_5080;KMXK_0H04250;W0TJE4; Peroxisomal hydratase-dehydrogenase-epimerase - FOX2"	"Chassy_KM_5080"	"KMXK_0H04250"	"W0TJE4"	"KLMA_70426"	" Peroxisomal hydratase-dehydrogenase-epimerase - FOX2"	""
