"prot"	"HighTemp_A"	"HighTemp_B"	"HighTemp_C"	"LowpH_A"	"LowpH_B"	"LowpH_C"	"OsmoticStress_A"	"OsmoticStress_B"	"OsmoticStress_C"	"standard_A"	"standard_B"	"standard_C"	"Top.Protein.Description"	"ChassyID"	"NCBI_CBS6556"	"Uniprot_DMKU3_1042"	"Gene_name_DMKU3_1042"	"Protein_name"	"ec_number"
"a1.a1.a1"	236416.26613463	128486.598696153	66628.8342055526	204114.302550485	1106605.83093827	53336.1396504282	99504.2048015513	315318.723031562	234532.228113319	2637.53374024572	236385.103258282	117780.770401839	"Chassy_KM_4545;KMXK_0G03150;W0TG45; Alcohol dehydrogenase 3 - ADH3"	"Chassy_KM_4545"	"KMXK_0G03150"	"W0TG45"	"KLMA_80306"	" Alcohol dehydrogenase 3 - ADH3"	""
"a1.a2.a1"	109763.391973354	21230.9718269367	11258.8559413397	60891.3586835598	179291.512443824	15193.2713675675	26545.3536562324	42567.5488285868	32514.178344669	26561.2223744037	122029.922417593	9114.71427398143	"Chassy_KM_2506;KMXK_0D01240;W0TBC6; Alcohol dehydrogenase 1 - ADH1"	"Chassy_KM_2506"	"KMXK_0D01240"	"W0TBC6"	"KLMA_40102"	" Alcohol dehydrogenase 1 - ADH1"	""
"a1.a4.a1"	694.039826223958	141.354666266442	100.088064677471	3510.40781423856	2783.14638988296	1758.88789196431	1927.73762631543	436.037495354443	2330.03406902469	568.355378541047	2076.54001380375	1776.82801865794	"Chassy_KM_3961;KMXK_0F03070;W0THG5; Uncharacterized protein YNL134C - KLMA_60268"	"Chassy_KM_3961"	"KMXK_0F03070"	"W0THG5"	"KLMA_60268"	" Uncharacterized protein YNL134C - KLMA_60268"	""
"a1.a5.a1"	NA	NA	NA	4.77607405503976	0.0741939459436069	3.15642749913712	NA	NA	NA	1929.96597561827	1.73418778131991	NA	"Chassy_KM_2625;KMXK_0D02430;W0TDP8; Alcohol dehydrogenase 2 - ADH2"	"Chassy_KM_2625"	"KMXK_0D02430"	"W0TDP8"	"KLMA_40220"	" Alcohol dehydrogenase 2 - ADH2"	""
"a2.a1.a1"	179302.886124328	88115.9948626206	47321.0691704664	510105.852043335	842989.923143307	110580.177551263	312312.58014841	659800.213986533	387366.143928936	592413.336045484	703319.36200269	483247.22914314	"Chassy_KM_4298;KMXK_0G00680;W0TG93; Glyceraldehyde-3-phosphate dehydrogenase - GAP3"	"Chassy_KM_4298"	"KMXK_0G00680"	"W0TG93"	"KLMA_80059"	" Glyceraldehyde-3-phosphate dehydrogenase - GAP3"	"1.2.1.12"
"a2.a2.a1"	65236.8040605978	13578.5403368666	5321.52844339543	27916.60857764	42003.5934307353	5167.00871403704	2722.23393263439	9602.72263621308	4715.14379746626	10764.2349580524	31499.383695528	10647.8218629052	"Chassy_KM_2624;KMXK_0D02420;W0T9E0; Glyceraldehyde-3-phosphate dehydrogenase - GAP1"	"Chassy_KM_2624"	"KMXK_0D02420"	"W0T9E0"	"KLMA_40218"	" Glyceraldehyde-3-phosphate dehydrogenase - GAP1"	"1.2.1.12"
"a3.a1.a1"	78711.6451835676	29765.2906262897	17975.5560027917	60424.6539801	159558.870111568	22563.7694968637	34102.7717440311	84392.7307728959	52482.7779524082	7901.30342221741	126998.000868846	63400.2281316768	"Chassy_KM_3051;KMXK_0E00190;W0TCX8; Potassium-activated aldehyde dehydrogenase - ALD4"	"Chassy_KM_3051"	"KMXK_0E00190"	"W0TCX8"	"KLMA_50012"	" Potassium-activated aldehyde dehydrogenase - ALD4"	""
"a4.a1.a1"	41528.75923044	20200.6751083802	12526.4701537547	115774.304891711	209674.31967791	36824.352935169	129680.85147609	140768.357229504	74659.3616761527	139683.155111605	194881.840357467	97155.1501531212	"Chassy_KM_3619;KMXK_0E05880;W0TEK8; Heat shock protein SSB - SSB"	"Chassy_KM_3619"	"KMXK_0E05880"	"W0TEK8"	"KLMA_50592"	" Heat shock protein SSB - SSB"	""
"a4.a2.a1"	17992.379749629	13097.3332046906	7282.80355028831	2576.96662920989	11303.330591255	678.897078248721	11045.2752653946	28486.2361241723	11359.9200284402	2820.24062415241	4099.07678736341	1920.86274199385	"Chassy_KM_4603;KMXK_0G03730;W0THY0; Heat shock protein SSA3 - SSA3"	"Chassy_KM_4603"	"KMXK_0G03730"	"W0THY0"	"KLMA_80367"	" Heat shock protein SSA3 - SSA3"	""
"a4.a3.a1"	8.18849745853193	0.408656192959441	1.13170468699761	1101.56641969481	818.191568708483	467.698256889961	1365.96708513723	1949.25233776239	651.100893334383	2209.74922721909	1876.98272318223	2801.93069449045	"Chassy_KM_1288;KMXK_0B04700;W0T5M8; Heat shock protein SSA2 - SSA2"	"Chassy_KM_1288"	"KMXK_0B04700"	"W0T5M8"	"KLMA_20459"	" Heat shock protein SSA2 - SSA2"	""
"a4.a4.a1"	530.284100066979	155.731163755687	119.282124999231	145.334720327794	343.855977220111	19.8411997288456	123.263220026995	332.163935353478	173.46711588955	213.924045641964	275.308656199999	307.656840973614	"Chassy_KM_1525;KMXK_0B07070;W0TAL8; 78 kDa glucose-regulated protein homolog - GRP78"	"Chassy_KM_1525"	"KMXK_0B07070"	"W0TAL8"	"KLMA_20691"	" 78 kDa glucose-regulated protein homolog - GRP78"	""
"a5.a1.a1"	47096.7333244163	21973.04057251	11420.9075218351	75646.6560813855	165661.634380353	25962.6189891745	91711.8407161759	190610.745702332	103067.265988253	84563.0640678449	136890.724331505	116276.646926902	"Chassy_KM_4548;KMXK_0G03180;W0TGV8; Elongation factor 1-alpha - TEF"	"Chassy_KM_4548"	"KMXK_0G03180"	"W0TGV8"	"KLMA_80309"	" Elongation factor 1-alpha - TEF"	""
"a6.a1.a1"	639035.619872223	310396.708586484	110684.852136065	910025.711044035	2131384.30656945	163888.841671963	652656.489311834	606573.01385106	662402.689409626	577689.363844932	1354244.73819769	433414.802410993	"Chassy_KM_365;KMXK_0A03750;W0T7K9; Enolase - ENO"	"Chassy_KM_365"	"KMXK_0A03750"	"W0T7K9"	"KLMA_10462"	" Enolase - ENO"	""
"a7.a1.a1"	24797.6893220619	24216.1687058868	17300.9807293014	98311.4316774736	183133.645465041	20651.7275628119	81463.5946418658	292260.933327266	169799.505518651	12755.1730910012	162963.02617283	110555.478417975	"Chassy_KM_5080;KMXK_0H04250;W0TJE4; Peroxisomal hydratase-dehydrogenase-epimerase - FOX2"	"Chassy_KM_5080"	"KMXK_0H04250"	"W0TJE4"	"KLMA_70426"	" Peroxisomal hydratase-dehydrogenase-epimerase - FOX2"	""
"a8.a1.a1"	18523.0047274232	3814.97329978947	1933.66097240454	50800.0143321084	75325.4857695283	17978.8501668462	24134.9246396478	67823.2595820956	26700.4126635759	57921.2582196694	81937.6314880748	66482.1920905728	"Chassy_KM_1961;KMXK_0C03060;W0T7K6; Aconitate hydratase, mitochondrial - ACO2b"	"Chassy_KM_1961"	"KMXK_0C03060"	"W0T7K6"	"KLMA_30312"	" Aconitate hydratase, mitochondrial - ACO2b"	"4.2.1.-"
"a8.a2.a1"	2.67527579541294	NA	NA	6.30874987421876	1.34339706184658	4.40107689248699	2.37602704246231	3.02611481262146	NA	16.9438518873507	1.68253743751311	5.13394791562417	"Chassy_KM_692;KMXK_0A07020;W0T2Z0; Aconitate hydratase, mitochondrial - ACO2a"	"Chassy_KM_692"	"KMXK_0A07020"	"W0T2Z0"	"KLMA_10153"	" Aconitate hydratase, mitochondrial - ACO2a"	"4.2.1.-"
"b10.a1.a1"	68466.0842120133	54625.6912432173	29419.9182040791	132489.004528859	246262.909164865	35784.0930397109	159978.615014462	234021.766725101	159609.047084995	103934.139760705	171443.579612938	152385.316035226	"Chassy_KM_3781;KMXK_0F01270;W0TFY6; ATP synthase subunit beta - ATP2"	"Chassy_KM_3781"	"KMXK_0F01270"	"W0TFY6"	"KLMA_60435"	" ATP synthase subunit beta - ATP2"	"3.6.3.14"
