"prot"	"Anaerobic _A"	"Anaerobic _B"	"Anaerobic _C"	"High_temperature_A"	"High_temperature_B"	"High_temperature_C"	"Low_pH_A"	"Low_pH_B"	"Low_pH_C"	"Osmotic_stress _A"	"Osmotic_stress _B"	"Osmotic_stress _C"	"Standard _A"	"Standard _B"	"Standard _C"	"Top.Protein.Description"	"ChassyID"	"uniprotID_CENPK"	"GeneName_CENPK"	"uniprotID_S288c"	"GeneName_S288C"	"Protein_name"	"Coverage"	"MW"
"a1.a1.a1"	361.905096204313	419.754091623925	481.49745642345	204.007713789534	242.311882434916	187.795676976486	240.99985242247	290.615282138963	222.841677900555	296.551796966184	357.230955897105	417.272333053261	173.812867600593	258.776492746955	249.895184748069	"Chassy_SC_64;N1P2H7;P00359; Glyceraldehyde-3-phosphate dehydrogenase 3 - TDH3"	"Chassy_SC_64"	"N1P2H7"	"CENPK1137D_3157"	"P00359"	"YGR192C"	"Glyceraldehyde-3-phosphate dehydrogenase 3 - TDH3"	89	"35,5999984741211"
"a1.a2.a1"	178.61607097266	187.414774409195	264.861709584418	98.2615025305442	100.607451769632	111.544737486689	125.317321354324	128.684495573324	87.5745821084582	154.23037645795	166.890019315482	202.999716602776	77.8575003862865	104.783895451234	94.848955946392	"Chassy_SC_273;N1P004;P00358; Glyceraldehyde-3-phosphate dehydrogenase 2 - TDH2"	"Chassy_SC_273"	"N1P004"	"CENPK1137D_1304"	"P00358"	"YJR009C"	"Glyceraldehyde-3-phosphate dehydrogenase 2 - TDH2"	87	"35,7000007629395"
"a1.a3.a1"	79.6826629563858	87.0709951239689	104.065263065095	55.3633358287006	51.5486120540102	54.7393461295605	67.4168899694356	73.0247321872056	52.6000611057901	60.5329791286085	70.2831347267707	55.5800644313177	42.1736205391554	60.676090287512	55.5362006966197	"Chassy_SC_595;N1NZW1;P00360; Glyceraldehyde-3-phosphate dehydrogenase 1 - TDH1"	"Chassy_SC_595"	"N1NZW1"	"CENPK1137D_1249"	"P00360"	"YJL052W"	"Glyceraldehyde-3-phosphate dehydrogenase 1 - TDH1"	85	"35,5999984741211"
"a2.a1.a1"	30.1849109135335	31.5166670410636	36.4204804928489	105.947264969211	130.767420606813	122.071262861185	114.441653456856	135.622569494581	117.977102148876	106.297715809799	95.6831835966742	94.9697227881207	126.908648163339	123.804924369084	115.548531334736	"Chassy_SC_4750;N1NZ13;P46367; Potassium-activated aldehyde dehydrogenase, mitochondrial - ALD4"	"Chassy_SC_4750"	"N1NZ13"	"CENPK1137D_2389"	"P46367"	"YOR374W"	"Potassium-activated aldehyde dehydrogenase, mitochondrial - ALD4"	83	"56,5999984741211"
"a2.a2.a1"	6.00498867140313	4.8279000075187	3.51532510979674	2.46380347391218	3.58618255810852	3.47845843955042	5.06328188625711	6.82065908138936	4.93457681486933	2.35986878607562	1.37817971795277	2.320642935895	6.07097647877296	6.0990435363219	4.44755513304219	"Chassy_SC_2256;N1P4W5;P40047; Aldehyde dehydrogenase 5, mitochondrial - ALD5"	"Chassy_SC_2256"	"N1P4W5"	"CENPK1137D_3481"	"P40047"	"YER073W"	"Aldehyde dehydrogenase 5, mitochondrial - ALD5"	50	"56,5999984741211"
"a3.a1.a1"	169.811020296826	178.101201789418	203.029094099749	137.124634873963	168.295310703102	147.274800764901	139.800698884339	148.654793770795	128.54170170664	122.508450221083	154.204281667281	139.034510103472	146.262614278209	158.019667931631	173.337090153938	"Chassy_SC_4763;N1P8G0;P02994; Elongation factor 1-alpha - TEF1"	"Chassy_SC_4763"	"N1P8G0"	"CENPK1137D_4664"	"P02994"	"YPR080W"	"Elongation factor 1-alpha - TEF1"	68	"49,9000015258789"
"a4.a1.a1"	9.86247556603982	9.0920294876973	10.9988458333921	9.69332205955503	10.5605434067958	9.1564917230309	9.41926394978672	10.7001602545304	12.5452226358014	12.4011322159468	11.8140084939514	10.3141132394799	12.5580228147646	11.5548855401951	12.8638231285518	"Chassy_SC_3878;N1NWL3;P19097; Fatty acid synthase subunit alpha - FAS2"	"Chassy_SC_3878"	"N1NWL3"	"CENPK1137D_1888"	"P19097"	"YPL231W"	"Fatty acid synthase subunit alpha - FAS2"	65	"206,600006103516"
"a5.a1.a1"	8.43138974756589	8.3605959620526	7.4380480507063	4.80402815859987	4.91986533843969	4.9175285666406	3.30367035359457	4.13676379475955	5.20123478935101	4.25567042557918	4.47745753591542	4.17297613061534	5.080837124528	4.83318677461891	5.83633605476383	"Chassy_SC_1029;N1P1J1;P07259; Protein URA2 - URA2"	"Chassy_SC_1029"	"N1P1J1"	"CENPK1137D_1503"	"P07259"	"YJL130C"	"Protein URA2 - URA2"	55	"244,699996948242"
"a5.a2.a1"	4.68879870026505	5.29534650180855	2.19056520952016	2.75938987335182	2.43354362893453	2.26127895234839	2.27505197685892	2.79266663335296	3.38834303637576	1.72733148523349	1.57106733916008	2.18638258015217	4.60682478726839	4.47839237139621	4.25350196301419	"Chassy_SC_3818;N1P185;P03965; Carbamoyl-phosphate synthase arginine-specific large chain - CPA2"	"Chassy_SC_3818"	"N1P185"	"CENPK1137D_1403"	"P03965"	"YJR109C"	"Carbamoyl-phosphate synthase arginine-specific large chain - CPA2"	49	"123,699996948242"
"a6.a1.a1"	177.365574246892	153.519613481762	203.606549302082	101.303831803037	90.2423992603698	90.8915827594764	93.8397993804585	91.0698143742748	85.4313090770424	132.870360051927	138.064297689225	150.900145981896	85.9993196218079	104.783895451234	84.808534866707	"Chassy_SC_3041;N1P832;P00560; Phosphoglycerate kinase - PGK1"	"Chassy_SC_3041"	"N1P832"	"CENPK1137D_4509"	"P00560"	"YCR012W"	"Phosphoglycerate kinase - PGK1"	83	"44,5999984741211"
