originalGene	condition	significance	direction	P_ref	P_cond	orthoGroup	protName	shortName	MWeigth	SeqLength	GOterms
CENPK1137D_438	HiT	TRUE	1	NaN	NaN	5	Aim6p		44,383	390	biological_process
CENPK1137D_1386	HiT	TRUE	1	NaN	NaN	3	Ime1p		41,858	360	transcription, DNA-templated//regulation of transcription from RNA polymerase II promoter//positive regulation of transcription from RNA polymerase II promoter//pseudohyphal growth//sporulation resulting in formation of a cellular spore//regulation of meiotic nuclear division//meiotic cell cycle
CENPK1137D_4545	HiT	TRUE	1	NaN	NaN	1	Trehalase (EC 3.2.1.28) (Alpha-trehalose glucohydrolase)		89,673	780	trehalose catabolic process//metabolic process//response to stress//trehalose metabolic process
CENPK1137D_4476	HiT	TRUE	1	NaN	NaN	3	Agp1p		69,671	633	amino acid transmembrane transport//amino acid transport//transmembrane transport//transport//proline transmembrane transport
CENPK1137D_870	HiT	TRUE	-1	NaN	NaN	3	Yct1p		58,905	531	amino acid transport//transmembrane transport//transport//cysteine transport//ion transmembrane transport
CENPK1137D_521	HiT	TRUE	1	NaN	NaN	1	Tis11p		32,314	285	cellular iron ion homeostasis//nuclear-transcribed mRNA catabolic process
CENPK1137D_1525	HiT	TRUE	1	NaN	NaN	2	Dip5p		68,140	608	amino acid transmembrane transport//amino acid transport//transmembrane transport//transport
CENPK1137D_2770	HiT	TRUE	1	NaN	NaN	2	Alp1p		64,067	574	basic amino acid transport//amino acid transmembrane transport//amino acid transport//transmembrane transport//transport
CENPK1137D_1940	HiT	TRUE	1	NaN	NaN	2	Mating factor alpha		16,105	144	mating//sexual reproduction//pheromone-dependent signal transduction involved in conjugation with cellular fusion
CENPK1137D_3026	HiT	TRUE	1	NaN	NaN	3	Spr3p		59,845	512	ascospore formation//cell cycle
CENPK1137D_4620	HiT	TRUE	1	NaN	NaN	4	Ecm8p		41,770	354	fungal-type cell wall organization//cell wall organization
CENPK1137D_4072	HiT	TRUE	-1	NaN	NaN	1	Gluconokinase (EC 2.7.1.12)		22,175	193	sulfate assimilation//carbohydrate metabolic process//phosphorylation//biological_process//D-gluconate metabolic process//D-gluconate catabolic process
CENPK1137D_4563	HiT	TRUE	1	NaN	NaN	1	Gal10p		78,114	699	galactose catabolic process via UDP-galactose//galactose metabolic process//cellular metabolic process//carbohydrate metabolic process//metabolic process
CENPK1137D_2119	HiT	TRUE	1	NaN	NaN	1	Crc1p		34,754	327	fatty acid metabolic process//transport//transmembrane transport
CENPK1137D_4859	HiT	TRUE	-1	NaN	NaN	5	Uncharacterized protein (Fragment)		8,659	81	
CENPK1137D_591	HiT	TRUE	1	NaN	NaN	3	Crr1p		47,356	422	carbohydrate metabolic process//sporulation resulting in formation of a cellular spore//ascospore wall assembly//metabolic process
CENPK1137D_3192	HiT	TRUE	1	NaN	NaN	2	Ama1p		67,027	593	positive regulation of protein catabolic process//meiosis I//meiotic nuclear division//ascospore formation//ascospore wall assembly//cell division//cell cycle//synaptonemal complex assembly//proteolysis//meiotic chromosome segregation//positive regulation of catalytic activity//meiotic DNA integrity checkpoint//positive regulation of ubiquitin protein ligase activity
CENPK1137D_2486	HiT	TRUE	1	NaN	NaN	4	Slz1p		34,318	298	meiotic nuclear division//negative regulation of pseudohyphal growth//sporulation resulting in formation of a cellular spore//mRNA methylation
CENPK1137D_2196	HiT	TRUE	1	NaN	NaN	2	Gac1p		88,533	793	glycogen biosynthetic process//response to heat//mitotic spindle assembly checkpoint//meiotic nuclear division//negative regulation of transcription from RNA polymerase II promoter//glycogen metabolic process//regulation of catalytic activity
CENPK1137D_1113	HiT	TRUE	1	NaN	NaN	1	Mch2p		52,257	473	transmembrane transport//transport
CENPK1137D_3406	HiT	TRUE	1	NaN	NaN	3	Pes4p		70,842	611	
CENPK1137D_239	HiT	TRUE	-1	0.107640381695833	0.0759699023583333	1	Fit3p		19,836	204	ergosterol biosynthetic process//steroid biosynthetic process//sterol biosynthetic process//lipid biosynthetic process
CENPK1137D_20	HiT	TRUE	-1	0.739616288666667	0.582830549375	2	Esc8p		82,232	714	ergosterol biosynthetic process//steroid biosynthetic process//sterol biosynthetic process//lipid biosynthetic process//metabolic process//methylation
CENPK1137D_225	HiT	TRUE	-1	0.0996417040041667	0.0567354665458333	1	Folylpolyglutamate synthase (EC 6.3.2.17) (Folylpoly-gamma-glutamate synthetase) (Tetrahydrofolylpolyglutamate synthase)		54,520	486	glycine decarboxylation via glycine cleavage system//glycine metabolic process//one-carbon metabolic process//oxidation-reduction process//glycine catabolic process
CENPK1137D_2971	HiT	TRUE	-1	0.139489458666667	0.0624936611458333	1	Erg26p		38,706	349	ergosterol biosynthetic process//steroid biosynthetic process//sterol biosynthetic process//lipid biosynthetic process//oxidation-reduction process
CENPK1137D_1410	HiT	TRUE	1	NaN	NaN	2	Uncharacterized protein		19,049	169	biological_process
CENPK1137D_1744	HiT	TRUE	-1	NaN	NaN	4	Uncharacterized protein		59,402	517	alcohol metabolic process//biological_process
CENPK1137D_1885	HiT	TRUE	-1	NaN	NaN	1	Aqy1p		32,713	305	water transport//ascospore formation//transmembrane transport//transport
CENPK1137D_1527	HiT	TRUE	-1	NaN	NaN	2	Oye3p		44,920	400	apoptotic process//metabolic process//oxidation-reduction process
CENPK1137D_4614	HiT	TRUE	1	NaN	NaN	3	Tat1p		68,758	619	amino acid transport//transmembrane transport//transport//tyrosine transport//tryptophan transport//amino acid transmembrane transport
CENPK1137D_3503	HiT	TRUE	-1	0.981752144541667	0.778669832833333	2	Met6p		85,830	767	methionine biosynthetic process//cellular amino acid biosynthetic process//methylation
CENPK1137D_3292	HiT	TRUE	1	NaN	NaN	4	Spo74p		47,700	413	ascospore formation
CENPK1137D_1642	HiT	TRUE	-1	NaN	NaN	2	Pdr12p		171,065	1511	transport//organic acid transport
CENPK1137D_5334	HiT	TRUE	-1	0.636062651875	0.5126073645	2	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)		53,543	489	pentose-phosphate shunt//pentose-phosphate shunt, oxidative branch//cellular response to oxidative stress//oxidation-reduction process//D-gluconate metabolic process
CENPK1137D_5119	HiT	TRUE	-1	NaN	NaN	5	Uncharacterized protein		10,271	95	nitrogen compound metabolic process//autophagy of mitochondrion
CENPK1137D_3027	HiT	TRUE	-1	NaN	NaN	1	Erg25p		36,469	309	ergosterol biosynthetic process//steroid biosynthetic process//sterol biosynthetic process//lipid biosynthetic process//fatty acid biosynthetic process//oxidation-reduction process
CENPK1137D_2605	HiT	TRUE	1	NaN	NaN	3	Mlf3p		49,210	452	response to drug
CENPK1137D_5408	HiT	TRUE	1	NaN	NaN	3	Mip6p		75,906	659	mRNA export from nucleus
CENPK1137D_2393	HiT	TRUE	1	NaN	NaN	2	Uncharacterized protein		56,110	515	biological_process//transmembrane transport//transport
CENPK1137D_5214	HiT	TRUE	-1	NaN	NaN	2	Pcl5p		26,467	229	cell division//negative regulation of sequence-specific DNA binding transcription factor activity//regulation of cyclin-dependent protein serine/threonine kinase activity//cell cycle//negative regulation of macroautophagy//regulation of protein stability
CENPK1137D_2568	HiT	TRUE	-1	0.172950942875	0.0950788070375	1	Cyb5p		13,297	120	sterol biosynthetic process//electron transport chain//transport//oxidation-reduction process
CENPK1137D_3402	HiT	TRUE	-1	NaN	NaN	5	Uncharacterized protein		25,635	232	
CENPK1137D_91	HiT	TRUE	-1	0.284662760083333	0.205566316	2	Arginine biosynthesis bifunctional protein ArgJ, mitochondrial [Cleaved into: Arginine biosynthesis bifunctional protein ArgJ alpha chain; Arginine biosynthesis bifunctional protein ArgJ beta chain] [Includes: Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGS); Glutamate N-acetyltransferase (GAT) (EC 2.3.1.35) (Ornithine acetyltransferase) (OATase) (Ornithine transacetylase)]	ARG7	47,849	441	ornithine biosynthetic process//arginine biosynthetic process//cellular amino acid biosynthetic process//fungal-type cell wall organization//metabolic process
CENPK1137D_2456	HiT	TRUE	-1	0.238008190041667	0.198849381166667	2	Met22p		39,122	357	sulfur compound metabolic process//hyperosmotic salinity response//sulfate assimilation//methionine biosynthetic process//response to stress//dephosphorylation//phosphatidylinositol phosphorylation
CENPK1137D_3861	HiT	TRUE	1	NaN	NaN	5	Uncharacterized protein		23,245	200	biological_process
CENPK1137D_723	HiT	TRUE	-1	0.950581215083333	0.703286002458333	2	Transaldolase (EC 2.2.1.2)		37,036	335	carbohydrate metabolic process//pentose-phosphate shunt
CENPK1137D_2567	HiT	TRUE	-1	0.112688707704167	0.0648189987541667	1	Dbp2p		49,062	434	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay//rRNA processing//ribosome biogenesis//obsolete ATP catabolic process//nuclear polyadenylation-dependent mRNA catabolic process//messenger ribonucleoprotein complex assembly
CENPK1137D_3615	HiT	TRUE	-1	NaN	NaN	1	Yef1p		55,849	495	phosphorylation//metabolic process//NADP biosynthetic process//NAD metabolic process
CENPK1137D_1024	HiT	TRUE	1	NaN	NaN	4	Uncharacterized protein		66,584	568	biological_process
CENPK1137D_1111	HiT	TRUE	1	NaN	NaN	2	Pck1p		60,983	549	gluconeogenesis
CENPK1137D_3141	HiT	TRUE	-1	0.37610615725	0.184947083	1	Erg1p		55,126	496	ergosterol biosynthetic process//metabolic process//oxidation-reduction process
CENPK1137D_3444	HiT	TRUE	-1	0.566845452791667	0.428653264208333	1	Adenosylhomocysteinase (EC 3.3.1.1)		49,126	449	one-carbon metabolic process//phosphatidylcholine biosynthetic process//triglyceride metabolic process//methionine metabolic process//S-adenosylhomocysteine catabolic process
CENPK1137D_3491	HiT	TRUE	-1	0.221211547708333	0.195379344791667	1	Ser3p		51,193	469	serine family amino acid biosynthetic process//oxidation-reduction process//metabolic process//L-serine biosynthetic process
CENPK1137D_4349	HiT	TRUE	1	NaN	NaN	1	Sps1p		55,704	490	ascospore formation//ascospore wall assembly//protein phosphorylation
CENPK1137D_4096	HiT	TRUE	1	NaN	NaN	2	Don1p		40,162	365	sporulation resulting in formation of a cellular spore//meiotic nuclear division//ascospore wall assembly//cell division//cell cycle
CENPK1137D_5314	HiT	TRUE	-1	0.301313633208333	0.292454478625	1	6-phosphogluconolactonase-like protein		27,784	249	carbohydrate metabolic process//pentose-phosphate shunt//pentose-phosphate shunt, oxidative branch
CENPK1137D_3054	HiT	TRUE	-1	NaN	NaN	2	Catalase (EC 1.11.1.6)		64,537	562	response to reactive oxygen species//response to oxidative stress//hydrogen peroxide catabolic process//oxidation-reduction process//cellular response to salt stress
CENPK1137D_1214	HiT	TRUE	-1	0.304351805083333	0.266280777125	1	Arg3p		37,845	338	ornithine metabolic process//arginine biosynthetic process//cellular amino acid biosynthetic process//cellular amino acid metabolic process
CENPK1137D_5399	HiT	TRUE	-1	0.157822975	0.0690326007916667	1	Erg11p		60,720	530	ergosterol biosynthetic process//steroid biosynthetic process//sterol biosynthetic process//lipid biosynthetic process//oxidation-reduction process//demethylation
CENPK1137D_3477	HiT	TRUE	-1	0.379867271	0.289282516791667	1	Arg5,6p		94,894	863	ornithine biosynthetic process//arginine biosynthetic process//phosphorylation//cellular amino acid biosynthetic process//metabolic process//regulation of transcription, DNA-templated//cellular amino acid metabolic process//oxidation-reduction process
CENPK1137D_2050	HiT	TRUE	1	NaN	NaN	3	Cin5p		29,243	263	hyperosmotic salinity response//hyperosmotic response//response to drug//transcription, DNA-templated//regulation of transcription, DNA-templated//regulation of transcription from RNA polymerase II promoter
CENPK1137D_467	HiT	TRUE	1	NaN	NaN	2	Tfc1p		34,262	301	galactose transport//carbohydrate transport//galactose metabolic process//transmembrane transport//transport//glucose transport
CENPK1137D_5024	HiT	TRUE	1	NaN	NaN	3	Prm2p		75,021	656	karyogamy involved in conjugation with cellular fusion
CENPK1137D_1	HiT	TRUE	-1	0.18680901275	0.127968954470833	1	Fatty acid synthase subunit beta (EC 2.3.1.86) [Includes: 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9); [Acyl-carrier-protein] acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] malonyltransferase (EC 2.3.1.39); S-acyl fatty acid synthase thioesterase (EC 3.1.2.14)]		228,691	2051	biological_process//oxidation-reduction process
CENPK1137D_3371	HiT	TRUE	1	NaN	NaN	2	Hxt10p		60,600	546	glucose transport//transmembrane transport//fructose transport//mannose transport//hexose transport//galactose transport
CENPK1137D_2345	HiT	TRUE	1	NaN	NaN	2	Pdr10p		176,461	1564	drug transmembrane transport//transport//drug export
CENPK1137D_2993	HiT	TRUE	1	NaN	NaN	3	Mtl1p		19,215	168	cellular response to glucose starvation//cellular response to oxidative stress//fungal-type cell wall organization//response to stress
CENPK1137D_1043	HiT	TRUE	1	NaN	NaN	2	Dal80p		30,166	269	nitrate assimilation//nitrogen catabolite repression of transcription//negative regulation of transcription from RNA polymerase II promoter//transcription, DNA-templated//regulation of transcription, DNA-templated//transcription from RNA polymerase II promoter
CENPK1137D_203	HiT	TRUE	-1	NaN	NaN	5	Ald3p		6,500	59	polyamine catabolic process//beta-alanine biosynthetic process//metabolic process//oxidation-reduction process//pantothenate biosynthetic process
CENPK1137D_724	HiT	TRUE	-1	1.29777666541667	1.04691739341667	2	Ketol-acid reductoisomerase, mitochondrial (EC 1.1.1.86) (Acetohydroxy-acid reductoisomerase) (Alpha-keto-beta-hydroxylacyl reductoisomerase)		44,368	395	oxidation-reduction process//mitochondrial genome maintenance//isoleucine biosynthetic process//valine biosynthetic process//branched-chain amino acid biosynthetic process
CENPK1137D_5239	HiT	TRUE	-1	NaN	NaN	2	Hxt1p		63,162	570	glucose transport//transmembrane transport//fructose transport//mannose transport//galactose transport//pentose transport
CENPK1137D_132	HiT	TRUE	1	NaN	NaN	3	Gea1p		159,437	1408	protein glycosylation
CENPK1137D_2104	HiT	TRUE	-1	0.38925116225	0.308272606083333	2	Arg8p		46,681	423	arginine metabolic process//ornithine biosynthetic process//arginine biosynthetic process//cellular amino acid biosynthetic process
CENPK1137D_2149	HiT	TRUE	-1	NaN	NaN	2	Ort1p		31,520	292	arginine biosynthetic process//cellular amino acid biosynthetic process//transport//mitochondrial ornithine transport//L-ornithine transmembrane transport
CENPK1137D_44	HiT	TRUE	-1	0.0353786336291667	0.0279207337208333	1	Leu2p		8,863	85	ergosterol biosynthetic process//steroid biosynthetic process//sterol biosynthetic process//lipid biosynthetic process//oxidation-reduction process
CENPK1137D_384	HiT	TRUE	-1	0.291648368125	0.183338748583333	1	3-hydroxy-3-methylglutaryl coenzyme A synthase (HMG-CoA synthase) (EC 2.3.3.10)		55,014	491	ergosterol biosynthetic process//isoprenoid biosynthetic process//steroid biosynthetic process//sterol biosynthetic process//lipid biosynthetic process//metabolic process
CENPK1137D_484	HiT	TRUE	1	NaN	NaN	4	Peptide hydrolase (EC 3.4.-.-)		60,137	537	ribosome biogenesis
CENPK1137D_1524	HiT	TRUE	-1	NaN	NaN	3	Sam3p		64,371	587	amino acid transport//transmembrane transport//transport//putrescine transport//spermidine transport//S-adenosyl-L-methionine transmembrane transport//S-adenosyl-L-methionine transport//amino acid transmembrane transport
CENPK1137D_2760	HiT	TRUE	-1	NaN	NaN	1	Erg24p		50,615	438	ergosterol biosynthetic process//steroid biosynthetic process//sterol biosynthetic process//lipid biosynthetic process//oxidation-reduction process
CENPK1137D_840	HiT	TRUE	1	NaN	NaN	3	Spo75p		102,099	868	ion transport//ascospore formation//ascospore wall assembly
CENPK1137D_2139	HiT	TRUE	-1	0.327590355458333	0.284795717916667	1	Gcy1p		35,079	312	arabinose catabolic process//D-xylose catabolic process//cellular response to oxidative stress//oxidation-reduction process//glycerol metabolic process
CENPK1137D_2729	HiT	TRUE	-1	0.422109531291667	0.359793607875	1	Lys9p		48,918	446	lysine biosynthetic process//lysine biosynthetic process via aminoadipic acid//cellular amino acid biosynthetic process//oxidation-reduction process
CENPK1137D_2182	HiT	TRUE	1	NaN	NaN	2	1,3-beta-glucanosyltransferase (EC 2.4.1.-)		53,813	471	carbohydrate metabolic process//ascospore wall assembly
CENPK1137D_2939	HiT	TRUE	1	NaN	NaN	3	Aga2p		9,464	87	cell adhesion//agglutination involved in conjugation with cellular fusion
CENPK1137D_3142	HiT	TRUE	-1	NaN	NaN	3	Atf2p		61,898	535	steroid metabolic process//response to toxic substance//sterol acetylation//alcohol metabolic process//acetate ester metabolic process
